City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,Buguruslan,RU,53.6554,52.442,51.26,93,56,7.87,broken clouds
338,Mareeba,AU,-17.0,145.4333,63.32,70,97,2.64,overcast clouds
339,Pilot Butte,CA,50.4668,-104.4178,74.82,27,75,10.36,broken clouds
340,Ibimirim,BR,-8.5406,-37.6903,72.61,89,96,2.66,moderate rain
341,Oparino,RU,59.8518,48.2783,39.29,89,60,5.79,broken clouds
342,Gambela,ET,8.25,34.5833,73.94,72,87,3.13,overcast clouds
343,Yar-Sale,RU,66.8333,70.8333,57.6,77,100,13.53,overcast clouds
344,Na Wa,TH,17.4897,104.1006,77.56,89,100,3.56,overcast clouds
345,Shache,CN,38.4167,77.2406,68.72,31,41,4.23,scattered clouds
346,Gornyak,RU,50.9942,81.4661,64.06,75,76,1.57,heavy intensity rain
347,Alta Floresta,BR,-9.8756,-56.0861,71.74,71,90,5.01,overcast clouds
348,Pangai,TO,-19.8,-174.35,79.05,81,91,17.45,overcast clouds
349,Muyezerskiy,RU,63.9333,31.65,56.01,73,55,10.0,light rain
350,San Jeronimo,PE,-11.9472,-75.2829,49.82,72,9,7.49,clear sky
351,Machico,PT,32.7,-16.7667,71.71,77,20,2.3,few clouds
352,Kaeo,NZ,-35.1,173.7833,56.32,96,95,16.89,moderate rain
353,Pareora,NZ,-44.4871,171.2132,43.18,86,66,16.11,light rain
354,Wabag,PG,-5.4781,143.7021,63.23,60,42,1.48,scattered clouds
355,Itaguai,BR,-22.8522,-43.7753,66.67,94,100,4.61,mist
356,Paredon,MX,16.0333,-93.8667,84.0,68,52,4.5,broken clouds
357,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,87,40,25.32,scattered clouds
358,Teya,RU,60.3778,92.6267,60.75,59,100,3.94,overcast clouds
359,Mitchell,US,43.7094,-98.0298,88.11,39,0,0.0,clear sky
360,Manta,EC,-0.95,-80.7333,78.58,73,75,6.91,broken clouds
361,Gidole,ET,5.65,37.3667,56.01,75,54,2.77,broken clouds
362,Umm Kaddadah,SD,13.6017,26.6876,85.77,41,100,8.41,overcast clouds
363,Komsomolskiy,UZ,40.4272,71.7189,74.12,43,14,4.61,few clouds
364,Soverato,IT,38.685,16.5499,73.35,86,9,10.29,clear sky
365,Surt,LY,31.2089,16.5887,72.59,78,0,8.93,clear sky
366,Nemuro,JP,43.3236,145.575,47.89,99,100,8.7,overcast clouds
367,Husavik,IS,66.0449,-17.3389,43.43,99,100,7.83,overcast clouds
368,Vanavara,RU,60.34,102.2797,54.12,56,65,5.77,broken clouds
369,Liverpool,GB,53.4106,-2.9779,58.64,79,20,13.8,few clouds
370,Laguna,US,38.421,-121.4238,102.15,31,0,12.66,clear sky
371,Faya,SA,18.3851,42.4509,71.71,25,3,2.46,clear sky
372,Villa Bruzual,VE,9.3328,-69.1208,80.15,74,100,0.43,overcast clouds
373,Bosaso,SO,11.2842,49.1816,93.33,36,81,11.97,broken clouds
374,Pandan,PH,14.0453,124.1694,82.29,78,33,7.99,scattered clouds
375,Contai,IN,21.7786,87.7536,84.04,85,19,10.76,few clouds
376,Vila Franca Do Campo,PT,37.7167,-25.4333,66.2,93,100,6.62,light rain
377,Laem Sing,TH,12.4816,102.0738,84.15,100,100,3.67,overcast clouds
378,Dustlik,UZ,40.5247,68.0358,70.84,52,20,5.79,few clouds
379,Kurumkan,RU,54.3,110.3,60.08,73,54,1.86,broken clouds
380,Urumqi,CN,43.801,87.6005,79.75,20,0,11.18,clear sky
381,Bilibino,RU,68.0546,166.4372,61.23,21,45,14.03,scattered clouds
382,Sterling,US,39.0062,-77.4286,73.35,75,75,5.01,broken clouds
383,Pisco,PE,-13.7,-76.2167,64.45,77,0,5.75,clear sky
384,Klamath Falls,US,42.2249,-121.7817,75.96,40,75,23.02,broken clouds
385,Inirida,CO,3.8653,-67.9239,73.8,96,98,3.11,overcast clouds
386,Bouza,NE,14.4229,6.0428,85.57,44,6,7.05,light rain
387,Severo-Kurilsk,RU,50.6789,156.125,46.74,78,83,9.19,broken clouds
388,Neuquen,AR,-38.9516,-68.0591,46.29,57,0,0.0,clear sky
389,Norwalk,US,33.9022,-118.0817,101.79,55,20,10.36,few clouds
390,Narsaq,GL,60.9167,-46.05,52.02,90,100,3.69,light rain
391,Waipawa,NZ,-41.4122,175.5153,54.39,70,100,9.57,heavy intensity rain
392,San Cristobal,VE,7.7669,-72.225,77.18,86,93,3.29,overcast clouds
393,Amposta,ES,40.7131,0.581,77.23,78,24,4.12,few clouds
394,Port Macquarie,AU,-31.4333,152.9167,52.14,54,0,6.76,clear sky
395,Nerchinsk,RU,51.9833,116.5833,62.58,62,98,3.65,overcast clouds
396,Hubli,IN,15.35,75.1667,70.92,89,95,9.44,overcast clouds
397,Salalah,OM,17.0151,54.0924,86.09,84,75,4.61,broken clouds
398,Palmer,US,42.1584,-72.3287,75.81,51,97,2.64,overcast clouds
399,Brainerd,US,46.358,-94.2008,75.45,56,75,9.22,broken clouds
400,Siguiri,GN,11.6667,-9.5,86.13,45,86,9.13,overcast clouds
401,Tazmalt,DZ,36.3868,4.3989,68.23,41,0,2.98,clear sky
402,Talnakh,RU,69.4865,88.3972,61.21,43,89,8.95,overcast clouds
403,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.92,69,85,1.63,overcast clouds
404,Gobabis,NA,-22.45,18.9667,50.04,52,0,12.57,clear sky
405,Ginda,IN,30.6945,78.4932,66.74,37,4,6.82,clear sky
406,Marzuq,YE,14.4,46.4667,79.81,36,76,4.09,broken clouds
407,Uren,RU,57.4552,45.7852,44.01,82,1,5.66,clear sky
408,Gimli,CA,50.6336,-96.9907,66.22,72,89,8.05,overcast clouds
409,Malatya,TR,38.5,38.0,69.85,43,0,2.3,clear sky
410,Neryungri,RU,56.6709,124.6491,64.6,55,70,1.14,broken clouds
411,Cururupu,BR,-1.8283,-44.8683,74.86,94,92,3.4,overcast clouds
412,Catamarca,AR,-28.4696,-65.7852,58.77,53,0,7.14,clear sky
413,Uribia,CO,11.7139,-72.266,87.31,57,85,16.58,overcast clouds
414,Soloneshnoye,RU,51.6544,84.3197,63.23,86,96,5.48,moderate rain
415,Port Hawkesbury,CA,45.6169,-61.3485,73.35,56,0,6.91,clear sky
416,San Rafael,AR,-34.6177,-68.3301,53.56,33,2,11.21,clear sky
417,Sibolga,ID,1.7427,98.7792,75.09,90,100,2.37,overcast clouds
418,Vitim,RU,59.4511,112.5578,53.91,81,50,2.95,scattered clouds
419,Derby,GB,52.9228,-1.4766,57.51,67,0,16.11,clear sky
420,Togur,RU,58.3631,82.8265,57.6,93,80,6.49,broken clouds
421,Abu Dhabi,AE,24.4667,54.3667,87.82,60,0,4.61,clear sky
422,Tigil,RU,57.8,158.6667,45.09,77,100,15.7,light rain
423,Aras,ES,42.5617,-2.356,66.61,78,0,5.75,clear sky
424,Kortkeros,RU,61.8106,51.5806,42.8,86,100,9.66,overcast clouds
425,Bethanien,NA,-26.502,17.1583,59.45,31,21,7.11,few clouds
426,Sabha,LY,27.0377,14.4283,82.24,24,0,15.84,clear sky
427,Phuket,TH,8.0,98.25,84.13,89,20,4.61,few clouds
428,Geraldton,AU,-28.7667,114.6,63.01,94,75,10.36,broken clouds
429,Munxar,MT,36.0307,14.2348,71.51,83,0,4.0,clear sky
430,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,61.52,68,65,4.03,broken clouds
431,Zhanakorgan,KZ,43.9098,67.2495,71.98,54,100,5.12,overcast clouds
432,Northam,GB,51.0333,-4.2167,56.25,88,41,11.92,scattered clouds
433,Viedma,AR,-40.8135,-62.9967,51.49,35,48,10.76,scattered clouds
434,Guerrero Negro,MX,27.9769,-114.0611,73.9,59,2,18.84,clear sky
435,Tucuman,AR,-26.8241,-65.2226,57.2,72,20,4.61,few clouds
436,Alugan,PH,12.2188,125.4808,81.05,78,69,6.62,broken clouds
437,Nizhniy Baskunchak,RU,48.2198,46.8311,72.34,60,28,7.87,scattered clouds
438,Anadyr,RU,64.75,177.4833,43.3,65,0,15.66,clear sky
439,Birjand,IR,32.8663,59.2211,72.07,35,0,13.8,clear sky
440,Buala,SB,-8.145,159.5921,83.52,69,86,7.45,overcast clouds
441,Igarka,RU,67.4667,86.5833,60.24,46,100,11.32,overcast clouds
442,Porgera,PG,-5.4667,143.2,50.04,75,28,1.41,scattered clouds
443,Aksu,CN,41.1231,80.2644,74.43,30,47,8.97,scattered clouds
444,La Ronge,CA,55.1001,-105.2842,66.42,59,75,6.91,broken clouds
445,Abilene,US,32.4487,-99.7331,107.82,16,0,14.97,clear sky
446,Galveston,US,29.3669,-94.9669,98.19,70,0,20.71,clear sky
447,Ulladulla,AU,-35.35,150.4667,54.5,56,1,13.8,clear sky
448,Nizhnevartovsk,RU,60.9344,76.5531,55.02,100,0,4.47,clear sky
449,Pahalgam,IN,34.0333,75.3333,53.04,64,69,4.76,broken clouds
450,Pokhara,NP,28.2333,83.9833,71.92,71,75,6.24,broken clouds
451,San Policarpo,PH,12.1791,125.5072,81.37,77,73,6.73,broken clouds
452,Pafos,CY,34.7667,32.4167,74.98,73,20,12.66,few clouds
453,Belmonte,BR,-15.8631,-38.8828,74.93,85,49,6.82,scattered clouds
454,Parana,AR,-31.732,-60.5238,53.51,58,0,3.4,clear sky
455,Nishihara,JP,26.1842,127.7558,76.28,94,100,3.44,overcast clouds
456,Cockburn Town,TC,21.4612,-71.1419,84.16,70,40,16.11,scattered clouds
457,Thiruvananthapuram,IN,8.4833,76.9167,80.58,89,40,0.0,mist
458,Oxbow,CA,49.2333,-102.1676,75.63,46,79,8.9,broken clouds
459,Iwaki,JP,37.05,140.8833,66.78,94,100,7.52,moderate rain
460,Tura,IN,25.5198,90.2201,74.14,98,96,8.01,light rain
461,Barguzin,RU,53.6167,109.6167,57.63,69,51,2.75,broken clouds
462,Stephenville,US,32.2207,-98.2023,105.76,17,0,11.5,clear sky
463,Namuac,PH,18.6109,121.1657,81.64,83,100,5.32,overcast clouds
464,Santa Cruz,BO,-17.8,-63.1667,66.25,42,99,12.66,overcast clouds
465,Nong Phai,TH,15.9903,101.0618,76.89,90,100,2.3,overcast clouds
466,Szczytno,PL,53.5626,20.9875,53.53,100,0,1.14,clear sky
467,Marang,MY,5.2056,103.2059,76.93,87,100,3.18,overcast clouds
468,Aswan,EG,24.0934,32.907,94.3,10,0,3.44,clear sky
469,Lucapa,AO,-8.4192,20.7447,63.88,48,4,3.18,clear sky
470,Pyapon,MM,16.2833,95.6833,78.66,88,100,4.52,overcast clouds
471,Inta,RU,66.0317,60.1659,42.15,76,100,15.21,overcast clouds
472,Andenes,NO,69.3143,16.1194,44.58,93,100,5.75,overcast clouds
473,Katsuura,JP,35.1333,140.3,64.69,90,100,23.26,moderate rain
474,Cherrapunji,IN,25.3,91.7,60.96,98,100,0.4,moderate rain
475,Henties Bay,NA,-22.116,14.2845,64.83,57,0,1.05,clear sky
476,Klaksvik,FO,62.2266,-6.589,50.92,94,77,11.54,broken clouds
477,Lashio,MM,22.9333,97.75,67.53,99,99,1.43,overcast clouds
478,Leningradskiy,RU,69.3833,178.4167,38.44,65,93,9.46,overcast clouds
479,Merauke,ID,-8.4667,140.3333,79.11,85,99,15.1,overcast clouds
480,Gat,IL,31.61,34.7642,84.4,27,0,4.47,clear sky
481,Bose,IT,45.4612,8.0137,70.29,56,0,5.26,clear sky
482,Clarence Town,AU,-32.5833,151.7833,55.62,58,0,15.41,clear sky
483,Dolzhanskaya,RU,46.6311,37.8039,72.34,64,7,13.35,clear sky
484,Miri,MY,4.4148,114.0089,75.34,100,40,2.3,moderate rain
485,Ossora,RU,59.2353,163.0719,47.3,72,100,5.21,overcast clouds
486,Sartell,US,45.6216,-94.2069,76.03,63,75,10.36,broken clouds
487,Kpandae,GH,8.4689,-0.0113,74.84,91,80,9.37,light rain
488,Culpeper,US,38.5004,-77.9664,76.59,79,100,4.61,light rain
489,Payo,ID,-3.7508,103.6372,70.84,98,100,1.74,overcast clouds
490,Katima Mulilo,NA,-17.5,24.2667,53.11,67,0,5.14,clear sky
491,Verkhnechusovskiye Gorodki,RU,58.1671,57.1086,43.5,89,100,8.52,overcast clouds
492,Pahrump,US,36.2083,-115.9839,107.26,9,0,7.0,clear sky
493,Tenamaxtlan,MX,20.2167,-104.1667,80.08,51,64,10.0,broken clouds
494,Yuancheng,CN,36.652,107.7896,62.76,61,92,3.2,overcast clouds
495,Along,IN,28.1667,94.7667,73.27,99,99,1.41,overcast clouds
496,Carahue,CL,-38.7,-73.1667,46.33,86,96,0.58,overcast clouds
497,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,40.15,72,0,3.74,clear sky
498,Washington Terrace,US,41.1727,-111.9766,92.48,17,0,8.05,clear sky
499,Chulman,RU,56.8479,124.9104,61.84,66,79,2.46,broken clouds
500,Quesnel,CA,52.9999,-122.5029,59.5,63,75,6.91,broken clouds
501,Srednekolymsk,RU,67.45,153.6833,62.17,40,23,6.31,few clouds
502,Denpasar,ID,-8.65,115.2167,76.66,94,75,5.75,broken clouds
503,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.11,84,100,7.43,overcast clouds
504,Turukhansk,RU,65.8167,87.9833,63.34,44,100,9.93,overcast clouds
505,Zaraza,VE,9.3503,-65.3245,78.84,77,89,4.63,overcast clouds
506,Pathein,MM,16.7833,94.7333,78.4,89,99,4.65,overcast clouds
507,Port-Cartier,CA,50.0334,-66.8654,69.48,69,64,7.34,broken clouds
508,Svetlyy,RU,54.675,20.1347,60.85,90,9,6.89,clear sky
509,Jos,NG,9.9167,8.9,66.78,87,15,2.93,light rain
510,San Joaquin,US,37.9333,-121.3011,98.85,27,3,16.64,clear sky
511,Ixtapa,MX,20.7,-105.2,85.23,79,20,13.8,few clouds
512,Sabzevar,IR,36.2126,57.6819,72.68,43,20,13.8,few clouds
513,Bonthe,SL,7.5264,-12.505,79.36,81,99,7.05,overcast clouds
514,Turka,UA,49.1541,23.0297,57.9,84,94,5.41,overcast clouds
515,Maceio,BR,-9.6658,-35.7353,74.64,94,75,1.14,broken clouds
516,Slave Lake,CA,55.2834,-114.769,60.78,67,75,4.61,broken clouds
517,Taoudenni,ML,22.6783,-3.9836,105.26,7,68,4.43,broken clouds
518,Itarema,BR,-2.9248,-39.9167,76.41,80,21,8.77,few clouds
519,Chaozhou,CN,23.6651,116.6379,75.06,96,100,3.04,overcast clouds
520,Skagen,DK,57.7209,10.5839,54.82,89,28,19.17,scattered clouds
521,Lisakovsk,KZ,52.5369,62.4936,55.49,88,42,7.99,scattered clouds
522,Butembo,CD,0.15,29.2833,56.8,93,37,3.51,scattered clouds
523,Paracuru,BR,-3.41,-39.0306,81.1,83,10,6.87,clear sky
524,Lamu,KE,-2.2717,40.902,75.42,85,47,17.9,light rain
525,Brunico,IT,46.7958,11.9364,60.66,87,0,2.91,clear sky
526,Vila Velha,BR,-20.3297,-40.2925,71.55,84,100,10.36,moderate rain
527,Qasigiannguit,GL,68.8193,-51.1922,37.65,80,61,6.26,broken clouds
528,Khash,IR,28.2211,61.2158,79.77,44,10,4.34,clear sky
529,Carlisle,US,40.2015,-77.1889,72.81,55,46,5.73,scattered clouds
530,Satuba,BR,-9.5633,-35.8244,74.21,94,75,1.14,broken clouds
531,Khasan,RU,42.4308,130.6434,56.8,88,83,0.81,broken clouds
532,San Isidro,PE,-12.1167,-77.05,71.02,71,100,11.5,overcast clouds
533,Toppenish,US,46.3774,-120.3087,79.36,43,39,15.59,scattered clouds
534,Lae,PG,-6.7221,146.9847,82.58,66,56,4.05,broken clouds
535,Sobolevo,RU,54.4299,31.8996,58.37,97,39,6.26,scattered clouds
536,Actopan,MX,20.2667,-98.9333,75.72,36,5,18.48,clear sky
537,Nyurba,RU,63.2842,118.3319,49.42,83,100,5.82,light rain
538,Aklavik,CA,68.2191,-135.0107,37.4,87,100,12.66,overcast clouds
539,Sorland,NO,67.667,12.6934,48.06,95,96,8.41,overcast clouds
540,Kingsport,US,36.5484,-82.5618,81.79,52,100,3.0,overcast clouds
541,Korla,CN,41.7597,86.1469,77.4,23,42,9.93,scattered clouds
542,Clyde River,CA,70.4692,-68.5914,34.03,86,100,12.66,overcast clouds
543,Noyabrsk,RU,63.1994,75.4507,56.37,93,100,5.39,overcast clouds
544,San Nicolas,PH,18.1725,120.5953,76.91,94,75,3.44,broken clouds
545,Dukat,RU,62.55,155.55,34.66,100,100,3.06,snow
546,Margate,GB,51.3813,1.3862,58.69,79,55,3.0,broken clouds
547,Maragogi,BR,-9.0122,-35.2225,76.01,85,10,4.9,clear sky
548,Lahat,ID,-3.8,103.5333,70.93,97,100,2.19,overcast clouds
549,Kenora,CA,49.8167,-94.4337,76.17,31,75,4.61,broken clouds
550,Yumen,CN,40.2833,97.2,61.99,13,0,4.79,clear sky
551,Conakry,GN,9.538,-13.6773,80.67,78,40,0.0,scattered clouds
552,Andros Town,BS,24.7,-77.7667,85.96,68,46,7.61,scattered clouds
553,Pulawy,PL,51.4166,21.9694,57.94,85,1,3.36,clear sky
554,Kieta,PG,-6.2167,155.6333,82.76,75,5,6.29,light rain
555,Saskatoon,CA,52.1168,-106.6345,71.17,35,100,8.05,overcast clouds
556,Harij,IN,23.7,71.9,85.91,61,78,8.72,broken clouds
557,Bauchi,NG,10.5,10.0,77.47,70,36,2.62,scattered clouds
558,Aguimes,ES,27.9054,-15.4461,68.63,75,20,29.93,few clouds
559,Beringovskiy,RU,63.05,179.3167,38.59,77,49,8.03,scattered clouds
560,Guhagar,IN,17.4842,73.1929,78.48,88,100,7.56,overcast clouds
561,Sept-Iles,CA,50.2001,-66.3821,69.8,68,75,10.36,broken clouds
562,Piscu,RO,45.5,27.7333,64.72,89,100,8.48,overcast clouds
563,Svetlogorsk,BY,52.6333,29.7333,59.07,95,12,6.02,few clouds
564,Nome,US,64.5011,-165.4064,52.16,40,20,9.22,few clouds
565,Port Hardy,CA,50.6996,-127.4199,59.18,63,75,12.66,broken clouds
566,Myitkyina,MM,25.3833,97.4,73.74,99,100,0.45,overcast clouds
567,Indramayu,ID,-6.3264,108.32,76.95,86,95,5.01,overcast clouds
568,Santa Ines,BR,-3.6667,-45.38,73.35,96,79,2.44,broken clouds
569,Thinadhoo,MV,0.5333,72.9333,83.97,71,100,11.18,moderate rain
570,Fort Nelson,CA,58.8053,-122.7002,67.59,42,75,9.22,broken clouds
571,Pangkalanbuun,ID,-2.6833,111.6167,73.38,98,98,1.23,overcast clouds
572,Zhezkazgan,KZ,47.8043,67.7144,63.84,44,78,3.13,broken clouds
573,Jogighopa,IN,26.2333,90.5833,76.03,95,42,1.01,heavy intensity rain
574,Kununurra,AU,-15.7667,128.7333,60.78,36,67,5.75,broken clouds
575,Santa Rosa,PH,14.3122,121.1114,84.09,80,89,1.03,overcast clouds
576,Hatillo,PR,18.4863,-66.8254,85.08,84,81,7.0,broken clouds
577,Aksarka,RU,66.5606,67.7975,52.14,81,93,18.84,overcast clouds
578,Kamariotissa,GR,40.4833,25.4667,70.7,74,99,14.03,overcast clouds
579,Kosum Phisai,TH,16.2486,103.0674,83.08,74,100,7.9,overcast clouds
580,Tilichiki,RU,60.4667,166.1,40.95,77,100,6.89,overcast clouds
581,Salamiyah,SY,35.0113,37.0532,75.31,28,0,6.64,clear sky
582,Beian,NO,63.6559,9.5683,56.01,87,75,3.44,broken clouds
583,Matadi,CD,-5.8167,13.45,71.74,89,3,2.84,clear sky
584,Key Largo,US,25.0865,-80.4473,84.99,67,3,5.28,clear sky
585,Naryan-Mar,RU,67.6713,53.087,37.96,77,18,8.81,few clouds
586,Robertson,US,36.5167,-86.8667,87.78,51,40,5.75,scattered clouds
587,Roald,NO,62.5833,6.1333,58.33,72,100,6.91,overcast clouds
588,Ukiah,US,39.1502,-123.2078,89.44,50,0,10.36,clear sky
589,Erenhot,CN,43.6475,111.9767,56.25,61,86,21.0,overcast clouds
590,Opuwo,NA,-18.0607,13.84,58.15,44,0,5.41,clear sky
591,Sakaide,JP,34.3167,133.85,72.63,94,20,8.05,few clouds
592,Cape Coast,GH,5.1053,-1.2466,78.28,78,97,10.02,overcast clouds
593,Syracuse,IT,37.0881,15.2792,72.99,74,0,7.63,clear sky
594,Bud,US,39.447,-86.1758,78.78,77,99,7.58,overcast clouds
595,Hirara,JP,24.8,125.2833,79.07,94,75,8.05,light intensity shower rain
596,Quirinopolis,BR,-18.4483,-50.4517,67.01,64,100,6.33,overcast clouds
597,Ulcinj,ME,41.9294,19.2244,77.22,70,15,9.51,few clouds
598,Inuvik,CA,68.3499,-133.7218,47.41,78,100,9.22,overcast clouds
599,Batsfjord,NO,70.6345,29.7185,56.98,54,100,3.44,overcast clouds
600,Gunjur,GM,13.2019,-16.7339,78.87,83,75,8.05,broken clouds
601,Elat,IL,29.5581,34.9482,93.04,13,0,9.22,clear sky
602,Garowe,SO,8.4054,48.4845,78.93,57,100,22.82,overcast clouds
603,Roebourne,AU,-20.7833,117.1333,71.53,73,10,10.56,clear sky
604,Diffa,NE,13.3154,12.6113,85.39,49,45,16.6,scattered clouds
605,Cabedelo,BR,-6.9811,-34.8339,74.07,79,13,6.98,few clouds
606,Sao Filipe,CV,14.8961,-24.4956,74.57,81,10,8.75,clear sky
607,Cuiaba,BR,-15.5961,-56.0967,66.13,88,100,5.75,overcast clouds
608,Patiala,IN,30.3267,76.4003,91.8,19,14,5.01,few clouds
609,Canatlan,MX,24.5167,-104.7833,89.33,16,52,17.29,broken clouds
610,Menemen,TR,38.6075,27.0694,67.78,94,75,4.61,broken clouds
611,Lokosovo,RU,61.1333,74.8167,53.94,96,67,5.55,broken clouds
612,Lazaro Cardenas,MX,17.9583,-102.2,86.07,65,83,8.81,broken clouds
613,Grindavik,IS,63.8424,-22.4338,49.95,81,75,17.27,broken clouds
614,Hudiksvall,SE,61.729,17.1036,56.28,67,1,8.39,clear sky
615,Sorong,ID,-0.8833,131.25,81.36,79,44,8.16,scattered clouds
616,Obo,CF,5.3998,26.4869,68.56,94,72,1.86,broken clouds
617,Ratnagiri,IN,16.9833,73.3,78.17,88,100,7.92,light rain
618,Iracoubo,GF,5.4802,-53.2011,77.11,88,14,7.52,few clouds
619,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,14.97,light rain
620,Muzhi,RU,65.3667,64.6667,52.56,72,46,18.79,scattered clouds
621,Barra Dos Coqueiros,BR,-10.9089,-37.0386,77.02,88,75,4.61,broken clouds
622,Haines Junction,CA,60.7522,-137.5108,64.35,32,100,4.61,overcast clouds
623,Sarkand,KZ,45.41,79.9186,66.87,51,58,7.47,broken clouds
624,Santa Maria Do Suacui,BR,-18.1903,-42.4142,70.2,50,67,2.68,broken clouds
625,Carutapera,BR,-1.195,-46.02,76.21,91,80,5.86,broken clouds
626,Dhidhdhoo,MV,6.8833,73.1,82.81,77,100,13.6,overcast clouds
627,Saiha,IN,22.4833,92.9667,68.79,96,68,2.37,broken clouds
628,Khor,RU,47.8861,134.9464,61.16,72,4,5.01,clear sky
629,Kautokeino,NO,69.0125,23.0412,53.29,90,100,1.61,light rain
630,Nizwa,OM,22.9333,57.5333,86.27,26,0,2.82,clear sky
631,Challapata,BO,-18.9,-66.7667,39.96,27,0,3.38,clear sky
632,Pogranichnyy,RU,44.4064,131.3769,68.31,57,7,2.48,clear sky
633,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.51,84,13,5.21,few clouds
634,Kyra,RU,49.5776,111.9753,55.83,86,96,7.72,overcast clouds
635,Karangasem,ID,-8.45,115.6167,77.14,83,99,0.51,moderate rain
636,Uray,RU,60.1247,64.7758,53.35,93,100,5.61,overcast clouds
637,San Quintin,MX,30.4833,-115.95,72.18,68,7,15.03,clear sky
638,Labelle,US,26.7617,-81.4384,82.98,59,61,10.98,broken clouds
639,Coahuayana,MX,18.7333,-103.6833,87.53,61,96,5.97,overcast clouds
640,Harare,ZW,-17.8294,31.0539,48.24,89,5,4.18,clear sky
641,Caraballeda,VE,10.6112,-66.8522,83.86,88,75,8.05,broken clouds
642,Coquimbo,CL,-29.9533,-71.3436,53.33,82,75,2.3,broken clouds
643,Provideniya,RU,64.3833,-173.3,38.89,68,96,1.23,overcast clouds
644,Wanxian,CN,30.8039,108.3897,69.22,94,100,2.37,overcast clouds
645,Qaqortoq,GL,60.7167,-46.0333,40.42,94,100,6.13,moderate rain
646,Peterhead,GB,57.5058,-1.7981,55.8,78,79,12.68,broken clouds
647,Ponta Do Sol,PT,32.6667,-17.1,71.71,70,0,3.96,clear sky
648,Bafoulabe,ML,13.8065,-10.8321,92.26,37,99,5.66,overcast clouds
649,Niceville,US,30.5169,-86.4822,89.58,71,0,9.22,clear sky
650,Liezen,AT,47.5667,14.2333,58.84,89,22,3.78,few clouds
651,Manzhouli,CN,49.6,117.4333,56.41,93,100,14.52,moderate rain
652,Kambove,CD,-10.8764,26.5969,53.71,71,1,4.36,clear sky
653,Port Lincoln,AU,-34.7333,135.8667,55.15,62,76,6.67,broken clouds
654,Sedhiou,SN,12.7081,-15.5569,81.79,68,100,7.2,overcast clouds
655,Lianran,CN,24.9227,102.485,61.34,97,100,2.75,overcast clouds
656,Gaziantep,TR,37.0594,37.3825,74.55,46,0,3.44,clear sky
657,Pingxiang,CN,27.6167,113.85,69.64,98,100,2.39,overcast clouds
658,Ambulu,ID,-8.345,113.6058,74.95,88,72,2.84,broken clouds
659,Bay Roberts,CA,47.5999,-53.2648,67.75,74,68,13.2,broken clouds
660,Kamaishi,JP,39.2667,141.8833,61.09,97,100,6.04,overcast clouds
661,Kysyl-Syr,RU,63.8986,122.7617,52.65,84,96,4.27,moderate rain
662,Khandyga,RU,62.6667,135.6,63.77,51,75,5.88,broken clouds
663,Meadow Lake,US,34.8014,-106.5436,98.2,16,19,22.88,few clouds
664,Oga,IT,46.4631,10.347,57.88,78,0,4.74,clear sky
665,Naron,ES,43.5167,-8.1528,66.69,88,96,15.61,overcast clouds
666,Ankang,CN,32.68,109.0172,69.15,94,100,2.71,overcast clouds
667,Maniwaki,CA,46.3834,-75.966,68.38,49,98,11.5,overcast clouds
668,Itanhem,BR,-17.1664,-40.33,68.36,96,32,8.43,scattered clouds
669,Hervey Bay,AU,-25.2986,152.8535,51.03,78,88,3.0,overcast clouds
670,Kamennomostskiy,RU,44.2983,40.1856,59.85,75,15,5.21,few clouds
671,Cascais,PT,38.6979,-9.4215,71.46,70,0,20.0,clear sky
672,Pitimbu,BR,-7.4706,-34.8086,73.99,80,12,6.64,few clouds
673,Siderno,IT,38.2779,16.302,69.33,86,11,11.97,few clouds
674,Woodward,US,36.4337,-99.3904,104.97,34,0,16.11,clear sky
675,Devils Lake,US,48.1128,-98.8651,78.91,59,20,4.61,few clouds
676,Diamantino,BR,-14.4086,-56.4461,63.0,84,100,6.08,light rain
677,Tezu,IN,27.9167,96.1667,73.8,100,100,2.33,overcast clouds
678,Schwanewede,DE,53.2333,8.6,58.86,88,18,3.44,few clouds
679,Saint-Georges,GD,12.0564,-61.7485,82.08,78,75,23.02,broken clouds
680,Pacific Grove,US,36.6177,-121.9166,85.44,66,0,10.36,clear sky
681,Kontagora,NG,10.3999,5.4695,74.35,84,40,4.03,moderate rain
682,Lukovetskiy,RU,64.2956,41.9211,43.27,73,19,4.54,few clouds
683,Tynda,RU,55.1667,124.7167,66.92,47,2,3.38,clear sky
684,Markala,ML,13.7021,-6.0659,97.92,20,49,6.96,scattered clouds
685,Kopayhorod,UA,48.8592,27.7969,59.49,94,63,8.46,broken clouds
686,Wanning,CN,18.8003,110.3967,81.27,89,100,10.0,overcast clouds
687,Antalaha,MG,-14.9003,50.2788,71.35,74,60,10.38,broken clouds
688,Grand Baie,MU,-20.0182,57.5802,68.47,77,56,19.22,light rain
